3,82,86,81,39
4,88,96,95,47
14,99,98,82,38
7,81,92,89,21
18,97,84,90,43
4,81,84,81,22
9,80,96,91,38
6,98,91,94,41
11,84,88,92,42
10,98,100,90,45
19,86,99,95,60
11,86,83,91,23
8,84,97,96,29
13,82,88,98,52
20,93,86,82,26
3,83,86,96,48
5,91,99,82,20
2,99,86,93,60
7,91,82,98,31
13,97,95,82,51
20,83,91,80,59
10,93,100,99,39
6,93,97,82,48
18,90,91,86,26
3,88,88,82,49
18,93,81,90,23
4,82,87,81,45
5,91,95,94,25
16,86,100,83,38
13,96,86,91,20
16,95,100,96,35
14,81,84,99,44
7,89,97,93,27
5,84,81,99,22
2,86,95,96,34
